Time Step,Discharge rate,Sugar feed rate,Soil bean feed rate,Aeration rate,Back pressure,Water injection/dilution,pH,Temperature,Acid flow rate,Base flow rate,Cooling water,Heating water,Vessel Weight,Dissolved oxygen concentration,Yield Per Step
0.2,0.0,7.833,21.298,29.815,0.584,0.0,6.4642916846020935,297.77326199263024,0.0,10.828492922693298,0.0001,150.32858469887745,62508.35510200608,14.603696107656305,0.0579723101592353
0.4,0.0,7.833,21.298,29.815,0.584,0.0,6.465157850429795,297.91192045874305,0.0,25.111819081855916,0.0001,45.347701473952185,62515.18592497252,14.58145988894714,0.0
0.6000000000000001,0.0,7.833,21.298,29.815,0.584,0.0,6.474958062640873,297.8877274233312,0.0,39.5658378860232,0.0001,0.0001,62524.95944807016,14.559559242252572,0.0
0.8,0.0,7.833,21.298,29.815,0.584,0.0,6.490254827688664,298.0980459242137,0.0,50.073239864270334,0.0001,64.37714248550631,62536.85228400434,14.53417426471362,0.0
1.0,0.0,7.833,21.298,29.815,0.584,0.0,6.508933415742159,298.0093675885628,0.0,54.472496078523605,68.53120894497988,6.437714248550631,62549.63427999174,14.519987654066508,0.0
1.2000000000000002,0.0,7.833,21.298,29.815,0.584,0.0,6.522876651147529,297.93569341703,0.0,51.40681366099756,40.03651654679257,0.6437714248550632,62561.79570295738,14.485651479153509,0.0
1.4,0.0,7.833,21.298,29.815,0.584,0.0,6.532259845651032,298.094975960247,0.0,42.790190871627566,12.01095496403777,52.83050068788751,62572.18896815999,14.475042630962175,0.0
1.6,0.0,7.833,21.298,29.815,0.584,0.0,6.531810237870592,298.0097409236719,0.0,30.420094086540587,65.10449179901964,5.283050068788751,62580.03028627747,14.447807552230437,0.0
1.8,0.0,7.833,21.298,29.815,0.584,0.0,6.522430221261643,297.9491850496396,0.0,18.24749987423493,38.06538361575956,0.5283050068788752,62585.39934599412,14.4257976416913,0.0
2.0,0.0,7.833,21.298,29.815,0.584,0.0,6.506981676202142,298.08897174592033,0.0,9.824739079157776,11.419615084727868,45.08637675377581,62589.02854945053,14.399662230070264,0.0
2.2,0.0,7.833,21.298,29.815,0.584,0.0,6.490503146377439,298.02409070271983,0.0,7.572723772947517,58.19463371830946,4.508637675377581,62592.19488296982,14.382464784913193,0.0
2.4000000000000004,0.0,7.833,21.298,29.815,0.584,0.0,6.476981950209268,297.9698747698209,0.0,11.896079455606731,38.09871406404366,0.4508637675377581,62596.25150587378,14.344752584375591,0.0
2.6,0.0,7.833,21.298,29.815,0.584,0.0,6.469643029051628,297.9418072527477,0.0,21.614917599892063,20.78422638990145,0.0450863767537758,62602.31034806749,14.316891406126492,0.0
2.8000000000000003,0.0,7.833,21.298,29.815,0.584,0.0,6.469628212343832,298.0357150175086,0.0,34.258509812899675,6.235267916970434,27.28904773757148,62610.948814354975,14.288582098649956,0.0
3.0,0.0,7.833,21.298,29.815,0.584,0.0,6.477723755514765,298.0014970998937,0.0,46.90378892646417,36.66172511556864,2.728904773757148,62622.17784199591,14.267948716110492,0.0
3.2,0.0,16.34,21.298,29.815,0.584,0.0,6.4898162399672685,297.9746874731988,0.0,56.30768592549271,25.491548459290648,0.2728904773757148,62637.62906601842,14.234988054317066,0.0
3.4000000000000004,0.0,16.34,21.298,29.815,0.584,0.0,6.503820018660897,297.96327991542285,0.0,60.887432327728064,16.555002877676067,0.0272890477375714,62654.02148757388,14.205681126133824,0.0
3.6,0.0,16.34,21.298,29.815,0.584,0.0,6.515547551982721,297.9611480026599,0.0,59.87218841950218,11.871247890138768,0.0027289047737571,62670.19495220792,14.171444992362284,0.0
3.8,0.0,16.34,21.298,29.815,0.584,0.0,6.523169389259694,297.9654023719003,0.0,54.17951340893797,9.844291498602878,0.0002728904773757,62685.20091464263,14.1405165577948,0.0
4.0,0.0,16.34,21.298,29.815,0.584,0.0,6.525151319896319,297.973528508049,0.0,45.44428618542172,9.871088332014304,0.0001,62698.421627827614,14.110493939247228,0.0
4.2,0.0,16.34,32.711,29.815,0.584,0.0,6.519438727422343,297.9821201508649,0.0,35.92164737369215,11.345286480271264,0.0001,62711.77803541534,14.055425985467236,0.0
4.4,0.0,16.34,32.711,29.815,0.584,0.0,6.509419045179814,297.99270825778376,0.0,28.69123588610685,13.255776282470158,0.0001,62723.66468089254,14.023801802925504,0.0
4.6000000000000005,0.0,16.34,32.711,29.815,0.584,0.0,6.497532818175312,298.0039497943135,0.0,25.45820207602004,16.17374150579591,0.0001,62734.89736193627,13.989418828864029,0.0
4.800000000000001,0.0,16.34,32.711,29.815,0.584,0.0,6.486736178031612,298.0148319200883,0.0,26.971998647293898,19.699220473550103,0.0001,62746.44367431998,13.951948933090495,0.0
5.0,0.0,16.34,32.711,29.815,0.584,0.0,6.479978682229128,298.02582240125747,0.0,32.79490448790595,23.517359628638538,0.0001,62759.19231995126,13.915262821436412,0.0
5.2,0.0,16.34,32.711,29.815,0.584,0.0,6.477725143207881,298.0339662945635,0.0,41.31104693402693,27.78365669200793,0.0001,62772.692005493096,13.87017522962583,0.0
5.4,0.0,16.34,32.711,29.815,0.584,0.0,6.480521608877495,298.0409002300112,0.0,50.72675727229643,31.479211320983303,0.0001,62788.11741703299,13.827109034352366,0.0
5.6000000000000005,0.0,16.34,32.711,29.815,0.584,0.0,6.486531169415422,298.0450126826876,0.0,59.021729989034256,35.08407589675881,0.0001,62805.22820191983,13.7795537952812,0.0
5.800000000000001,0.0,16.34,32.711,29.815,0.584,0.0,6.494740524216304,298.04870623696667,0.0,64.91849955444366,37.984626179676845,0.0001,62823.542189002816,13.733448219257772,0.0
6.0,0.0,16.34,32.711,29.815,0.584,0.0,6.5040610684699685,298.0540248639344,0.0,67.5345937778964,40.91603461167578,0.0001,62842.397428877775,13.688671570194408,0.0
6.2,0.0,16.34,32.711,29.815,0.584,0.0,6.510817182945033,298.05701410604,0.0,66.42586494011982,44.54974314469636,0.0001,62861.01380746838,13.636975082626265,0.0
6.4,0.0,16.34,32.711,29.815,0.584,0.0,6.5137986350715895,298.05942695306,0.0,62.62665744824024,47.56707436639983,0.0001,62878.84429566838,13.584032348621776,0.0
6.6000000000000005,0.0,16.34,32.711,29.815,0.584,0.0,6.512071438309207,298.06059577599626,0.0,57.63904382294953,50.5151162490152,0.0001,62895.64170731431,13.5276426846262,0.0
6.800000000000001,0.0,16.34,32.711,29.815,0.584,0.0,6.506107769057744,298.0605499936702,0.0,53.3456743514522,53.12877454913062,0.0001,62911.54671255985,13.468526825214992,0.0
7.0,0.0,16.34,32.711,29.815,0.584,0.0,6.497712925040729,298.06041308637106,0.0,51.43660053385986,55.376555074469685,0.0001,62927.0507578611,13.408169881874192,0.0
7.2,0.0,16.34,32.711,29.815,0.584,0.0,6.489503548542581,298.06248581872075,0.0,52.87988186433927,57.60029018634979,0.0001,62942.84974834449,13.348269630937866,0.0
7.4,0.0,16.34,32.711,29.815,0.584,0.0,6.482079898614611,298.0616386280724,0.0,57.598525701366285,60.58190039065037,0.0001,62959.60019179068,13.283804231975122,0.0
7.6,0.0,16.34,32.711,29.815,0.584,0.0,6.47815256466052,298.06432539106504,0.0,65.28464582249161,62.61729232635259,0.0001,62977.928622354935,13.221914382683728,0.0
7.800000000000001,0.0,16.34,32.711,29.815,0.584,0.0,6.480035224089524,298.0743337143188,0.0,74.5327459338836,65.86202804141291,0.0001,62998.17281357504,13.161934633755289,0.0
8.0,0.0,16.34,32.711,29.815,0.584,0.0,6.486034624669907,298.0846157700381,0.0,83.01991370649385,71.7069510064577,0.0001,63020.16292822935,13.097327293179813,0.0
8.200000000000001,0.0,16.34,32.711,38.638,0.584,0.0,6.493420723901077,298.0908975215467,0.0,89.11241031480021,77.96671209216879,0.0001,63043.39574352223,13.168706288705048,0.0
8.4,0.0,16.34,32.711,38.638,0.584,0.0,6.499573233117522,298.0914960645088,0.0,92.2590924307483,83.22989232116865,0.0001,63067.2592702297,13.100522164087954,0.0
8.6,0.0,16.34,32.711,38.638,0.584,0.0,6.503461656480167,298.0897038625304,0.0,92.95325447104912,86.79793356478339,0.0001,63091.253852383634,13.030026938927884,0.0
8.8,0.0,16.34,32.711,38.638,0.584,0.0,6.50782620752365,298.09958497968256,0.0,92.09552587984554,89.6062372290842,0.0001,63115.09313499742,12.961475177853192,0.0
9.0,0.0,16.34,32.711,38.638,0.584,0.0,6.509401646033766,298.1069678703376,0.0,89.48317009772323,96.39255900631709,0.0001,63138.39372473041,12.886026675898572,0.0
9.2,0.0,16.34,32.711,38.638,0.584,0.0,6.5070387998167085,298.10903976814,0.0,86.25131080924297,102.59998464175962,0.0001,63161.02049017939,12.805998491180638,0.0
9.4,0.0,16.34,32.711,38.638,0.584,0.0,6.502484290384688,298.1133166880811,0.0,83.96858242138387,107.27071284133795,0.0001,63183.17978247691,12.724049930670532,0.0
9.6,0.0,16.34,32.711,38.638,0.584,0.0,6.499133645680141,298.1312233886608,0.0,83.5022439505512,112.81970229275156,0.0001,63205.26754573594,12.641026873009071,0.0
9.8,0.0,16.34,32.711,38.638,0.584,0.0,6.4950206422670895,298.1437184504152,0.0,84.36520136294327,123.21481289621713,0.0001,63227.52807304922,12.55239880933026,0.0
10.0,0.0,16.34,32.711,38.638,0.584,0.0,6.491599777217308,298.1568207873798,0.0,86.87971304424771,132.31218602191913,0.0001,63250.30733513279,12.46107980437642,0.0
10.2,0.0,16.34,32.711,38.638,0.584,0.0,6.489042465572962,298.16780674992486,0.0,90.75786098376597,142.1282212021198,0.0001,63273.88069286065,12.36647065987399,0.0
10.4,0.0,16.34,32.711,38.638,0.584,0.0,6.486866078739828,298.1719919427572,0.0,95.65831596861533,151.70089027967916,0.0001,63298.45007544188,12.268752439333324,0.0
10.6,0.0,16.34,32.711,38.638,0.584,0.0,6.484279966746091,298.16499578044954,0.0,101.43083962423488,159.35514020990564,0.0001,63324.18610582577,12.168455954375464,0.0
10.8,0.0,16.34,32.711,38.638,0.584,0.0,6.482569628935721,298.1591276948753,0.0,108.24037093527188,163.35977312093857,0.0001,63351.31356131851,12.06552400373192,0.0
11.0,0.0,16.34,32.711,38.638,0.584,0.0,6.481886054723994,298.1554743351928,0.0,115.72985371062153,167.57509658198242,0.0001,63379.97313038548,11.959801878505454,0.0
11.2,0.0,16.34,32.711,38.638,0.584,0.0,6.482940401642841,298.1610758003181,0.0,123.49220086344536,172.3259866911442,0.0001,63410.229715686255,11.85032811877774,0.0
11.4,0.0,16.34,32.711,38.638,0.584,0.0,6.485275748623208,298.17459384582423,0.0,130.83039451093765,180.11617992672836,0.0001,63441.99707200972,11.736867336625442,0.0
11.6,0.0,16.34,32.711,38.638,0.584,0.0,6.488079663732726,298.1939308316478,0.0,137.23580903369935,190.77823714983705,0.0001,63475.08301076449,11.61918585147413,0.0
11.8,0.0,16.34,32.711,38.638,0.584,0.0,6.490075106231358,298.20972863884407,0.0,142.52221980938708,203.895381136072,0.0001,63509.24886559136,11.498667960635684,0.0
12.0,0.0,16.34,32.711,38.638,0.584,0.0,6.49139937380287,298.23059764454365,0.0,147.01460479379884,216.4730034119081,0.0001,63544.339641490784,11.373265576142654,0.0
