Time Step,Discharge rate,Sugar feed rate,Soil bean feed rate,Aeration rate,Back pressure,Water injection/dilution,pH,Temperature,Acid flow rate,Base flow rate,Cooling water,Heating water,Vessel Weight,Dissolved oxygen concentration,Yield Per Step
0.2,0.0,8.685,21.071,32.206,0.581,0.0,6.464287572677119,297.7731985142762,0.0,10.828492922693298,0.0001,150.32858469887745,62508.59133336961,14.585508650166068,0.0579725305332408
0.4,0.0,8.685,21.071,32.206,0.581,0.0,6.465150583719915,297.91183842530506,0.0,25.113463851845808,0.0001,45.36039714475945,62515.65827784333,14.563712165439169,0.0
0.6000000000000001,0.0,8.685,21.071,32.206,0.581,0.0,6.474949110983024,297.887581566061,0.0,39.5703996876596,0.0001,0.0001,62525.66813471812,14.542253117340689,0.0
0.8,0.0,8.685,21.071,32.206,0.581,0.0,6.490245859500865,298.09799169544846,0.0,50.08137776036388,0.0001,64.42082231824057,62537.79725184536,14.517309759140428,0.0
1.0,0.0,8.685,21.071,32.206,0.581,0.0,6.508926410155319,298.0092314131696,0.0,54.48421591212133,68.55782981029446,6.442082231824057,62550.81685541562,14.503604036641825,0.0
1.2000000000000002,0.0,8.685,21.071,32.206,0.581,0.0,6.522872893285839,297.9355044466531,0.0,51.42132923910411,40.03214503299074,0.6442082231824058,62563.214829262826,14.469733220261594,0.0
1.4,0.0,8.685,21.071,32.206,0.581,0.0,6.532260977853234,298.09482675346544,0.0,42.806205222194805,12.009643509897222,52.859275087585445,62573.84617476545,14.459661251015968,0.0
1.6,0.0,8.685,21.071,32.206,0.581,0.0,6.53181606203062,298.00953501043347,0.0,30.43564990953785,65.11020835851554,5.285927508758545,62581.92492319649,14.43295365734691,0.0
1.8,0.0,8.685,21.071,32.206,0.581,0.0,6.522439286834472,297.9489484783168,0.0,18.260726291803763,38.04564296634624,0.5285927508758544,62587.53115747756,14.41151985554142,0.0
2.0,0.0,8.685,21.071,32.206,0.581,0.0,6.506991282234972,298.0887597899294,0.0,9.834343650025945,11.41369288990387,45.10897117998184,62591.39659887315,14.385968092327648,0.0
2.2,0.0,8.685,21.071,32.206,0.581,0.0,6.49051076283625,298.02383781943087,0.0,7.578494530495997,58.18856232399324,4.510897117998184,62594.79940344829,14.369405972540074,0.0
2.4000000000000004,0.0,8.685,21.071,32.206,0.581,0.0,6.476985336167937,297.9696066471097,0.0,11.898811884905513,38.07038978726251,0.4510897117998184,62599.09040362641,14.332268504252095,0.0
2.6,0.0,8.685,21.071,32.206,0.581,0.0,6.469641200366614,297.94154352161223,0.0,21.61630315512685,20.74146834385144,0.0451089711799818,62605.38310592431,14.305022651744224,0.0
2.8000000000000003,0.0,8.685,21.071,32.206,0.581,0.0,6.469621219387471,298.03542548976736,0.0,34.260630408570925,6.222440503155431,27.29390859034592,62614.25530010575,14.27732830154762,0.0
3.0,0.0,8.685,21.071,32.206,0.581,0.0,6.477712626057864,298.00119916262446,0.0,46.90870695662991,36.63007501836517,2.7293908590345923,62625.71942307928,14.257380017505197,0.0
3.2,0.0,15.492,21.071,32.206,0.581,0.0,6.489814592845876,297.9745173938708,0.0,56.317052780472295,25.44633325917615,0.2729390859034592,62640.9475488412,14.224923487429177,0.0
3.4000000000000004,0.0,15.492,21.071,32.206,0.581,0.0,6.50382844097808,297.96318785364184,0.0,60.89741369240269,16.542789091161715,0.0272939085903459,62657.11709388756,14.19628474756652,0.0
3.6,0.0,15.492,21.071,32.206,0.581,0.0,6.515564417615298,297.9611039525874,0.0,59.87879817301861,11.878613247970115,0.0027293908590345,62673.06759414679,14.162726263679636,0.0
