Time Step,Discharge rate,Sugar feed rate,Soil bean feed rate,Aeration rate,Back pressure,Water injection/dilution,pH,Temperature,Acid flow rate,Base flow rate,Cooling water,Heating water,Vessel Weight,Dissolved oxygen concentration,Yield Per Step
0.2,0.0,7.512,22.735,29.164,0.559,0.0,6.464284106590547,297.7732853504484,0.0,10.828492922693298,0.0001,150.32858469887745,62508.54435395714,14.390675706708231,0.0579722560384111
0.4,0.0,7.512,22.735,29.164,0.559,0.0,6.465144141817011,297.91195273533003,0.0,25.11485028647442,0.0001,45.34302991032772,62515.56521578398,14.368321171729908,0.0
0.6000000000000001,0.0,7.512,22.735,29.164,0.559,0.0,6.474940855124442,297.88778776458906,0.0,39.57437264412721,0.0001,0.0001,62525.53004761847,14.346288660847106,0.0
0.8,0.0,7.512,22.735,29.164,0.559,0.0,6.490237243819416,298.09807141271983,0.0,50.08864948742687,0.0001,64.3588845248959,62537.61589411063,14.320825636549108,0.0
1.0,0.0,7.512,22.735,29.164,0.559,0.0,6.508919232882482,298.0094328670435,0.0,54.494929287324815,68.52123705776248,6.43588845248959,62550.59211300215,14.306343375329591,0.0
1.2000000000000002,0.0,7.512,22.735,29.164,0.559,0.0,6.52286817696179,297.9357863437785,0.0,51.43490765402913,40.041489415431045,0.6435888452489591,62562.94952776437,14.272047530766084,0.0
1.4,0.0,7.512,22.735,29.164,0.559,0.0,6.53226015714057,298.0950636200481,0.0,42.82166669773481,12.012446824629311,52.81854122013823,62573.53901160628,14.261023184073164,0.0
1.6,0.0,7.512,22.735,29.164,0.559,0.0,6.531818755920442,298.00986186537017,0.0,30.451434767574263,65.10744395382889,5.281854122013823,62581.57672353266,14.233636176694562,0.0
1.8,0.0,7.512,22.735,29.164,0.559,0.0,6.522444139588159,297.9493266758889,0.0,18.27543453197152,38.08314476972174,0.5281854122013824,62587.14138896322,14.211337759892668,0.0
2.0,0.0,7.512,22.735,29.164,0.559,0.0,6.506996041602194,298.0891263285253,0.0,9.84711495437342,11.424943430916525,45.07792776682453,62590.96512382753,14.184970950112575,0.0
2.2,0.0,7.512,22.735,29.164,0.559,0.0,6.490513867555144,298.0242759978015,0.0,7.589369302626604,58.20958785741308,4.507792776682453,62594.32442144562,14.167336320485465,0.0
2.4000000000000004,0.0,7.512,22.735,29.164,0.559,0.0,6.476985236531554,297.970073349182,0.0,11.90844989788818,38.129963682628265,0.4507792776682453,62598.57368007173,14.12958216005449,0.0
2.6,0.0,7.512,22.735,29.164,0.559,0.0,6.46963774250292,297.94200821669534,0.0,21.62598623807326,20.82677730687319,0.0450779277668245,62604.82497744782,14.101473991769844,0.0
2.8000000000000003,0.0,7.512,22.735,29.164,0.559,0.0,6.469614980344487,298.035984740676,0.0,34.27169739804365,6.248033192061957,27.294011558909936,62613.65642766361,14.072922330468078,0.0
3.0,0.0,7.512,22.735,29.164,0.559,0.0,6.47770496133633,298.0017801423385,0.0,46.9222679392371,36.70573058508937,2.7294011558909936,62625.079211681805,14.051869116983028,0.0
3.2,0.0,13.901,22.735,29.164,0.559,0.0,6.489809265936097,297.97510961570333,0.0,56.33367542814496,25.54974800416092,0.2729401155890993,62640.1550255297,14.01860076822717,0.0
3.4000000000000004,0.0,13.901,22.735,29.164,0.559,0.0,6.50382603855071,297.9637596130206,0.0,60.9161548737927,16.67170614026007,0.0272940115589099,62656.17294037883,13.988993231451635,0.0
3.6,0.0,13.901,22.735,29.164,0.559,0.0,6.515564539745072,297.961632678367,0.0,59.89849821405191,12.022594753360792,0.0027294011558909,62671.97319322554,13.954521979244412,0.0
3.8,0.0,13.901,22.735,29.164,0.559,0.0,6.523192915863342,297.9658692242069,0.0,54.19903370447233,10.014912806251331,0.000272940115589,62686.604480744805,13.92323432436485,0.0
