Time Step,Discharge rate,Sugar feed rate,Soil bean feed rate,Aeration rate,Back pressure,Water injection/dilution,pH,Temperature,Acid flow rate,Base flow rate,Cooling water,Heating water,Vessel Weight,Dissolved oxygen concentration,Yield Per Step
0.2,0.0,7.854,23.891,30.452,0.56,0.0,6.464274037479753,297.77325581711017,0.0,10.828492922693298,0.0001,150.32858469887745,62508.97432823122,14.402409866182476,0.0579724495538196
0.4,0.0,7.854,23.891,30.452,0.56,0.0,6.465126052963894,297.91191648359785,0.0,25.11887793079204,0.0001,45.34893657796627,62516.42580124545,14.38024777720196,0.0
0.6000000000000001,0.0,7.854,23.891,30.452,0.56,0.0,6.474918260573969,297.88772614324205,0.0,39.58566213444633,0.0001,0.0001,62526.82256808287,14.35840915823736,0.0
0.8,0.0,7.854,23.891,30.452,0.56,0.0,6.490214265053014,298.09805016950685,0.0,50.10896591344684,0.0001,64.37714008025094,62539.34187397539,14.33313496968174,0.0
1.0,0.0,7.854,23.891,30.452,0.56,0.0,6.508900843008071,298.0093829421584,0.0,54.52442406190216,68.53304698560135,6.437714008025094,62552.753660058006,14.31887331708436,0.0
1.2000000000000002,0.0,7.854,23.891,30.452,0.56,0.0,6.522857526111162,297.9357194804238,0.0,51.471742097314106,40.04230470991598,0.6437714008025095,62565.547481073096,14.284760855077415,0.0
1.4,0.0,7.854,23.891,30.452,0.56,0.0,6.532261384354023,298.0950216440589,0.0,42.8627507817274,12.012691412974794,52.83064030843076,62576.57472043466,14.273990140182075,0.0
1.6,0.0,7.854,23.891,30.452,0.56,0.0,6.531831276614046,298.0098054341447,0.0,30.49201377101136,65.11389434597353,5.283064030843076,62585.04984806521,14.246828601725506,0.0
1.8,0.0,7.854,23.891,30.452,0.56,0.0,6.522464330164472,297.9492644126344,0.0,18.311006225157307,38.08284735053141,0.5283064030843077,62591.05097949322,14.224787621342342,0.0
2.0,0.0,7.854,23.891,30.452,0.56,0.0,6.507017274806612,298.08909194063415,0.0,9.874621398955172,11.424854205159422,45.088218798192855,62595.30943495558,14.198671449766012,0.0
2.2,0.0,7.854,23.891,30.452,0.56,0.0,6.490530323838453,298.02423711241937,0.0,7.608403589245711,58.21682450018346,4.508821879819286,62599.10211069466,14.1813271921195,0.0
2.4000000000000004,0.0,7.854,23.891,30.452,0.56,0.0,6.476991593524064,297.97003434320004,0.0,11.920920675895063,38.134150079867936,0.4508821879819286,62603.78279919257,14.14379884275506,0.0
2.6,0.0,7.854,23.891,30.452,0.56,0.0,6.469632036797002,297.94197431484656,0.0,21.635932058602705,20.82949762653629,0.0450882187981928,62610.46490102384,14.11595229766802,0.0
2.8000000000000003,0.0,7.854,23.891,30.452,0.56,0.0,6.46959770119847,298.03598631613585,0.0,34.283932748860735,6.248849287960888,27.30195085843536,62619.727494095074,14.08765953153172,0.0
3.0,0.0,7.854,23.891,30.452,0.56,0.0,6.477678985310312,298.0017869738706,0.0,46.941414308709234,36.71747675216178,2.7301950858435364,62631.58313822614,14.06689335347181,0.0
3.2,0.0,14.493,23.891,30.452,0.56,0.0,6.489776957284244,297.9751037655144,0.0,56.36320369878245,25.563100516073938,0.2730195085843536,62647.161008931726,14.033899044159329,0.0
3.4000000000000004,0.0,14.493,23.891,30.452,0.56,0.0,6.503793198639109,297.9637512617796,0.0,60.9585995461683,16.680900220325263,0.0273019508584353,62663.68352820662,14.00457503852053,0.0
3.6,0.0,14.493,23.891,30.452,0.56,0.0,6.515537313348368,297.96162766803616,0.0,59.95406032919747,12.03080170127162,0.0027301950858435,62679.99062518516,13.970387829182858,0.0
3.8,0.0,14.493,23.891,30.452,0.56,0.0,6.523177645558909,297.96587146257866,0.0,54.26546626593953,10.023977954537138,0.0002730195085843,62695.13098848352,13.939418180455007,0.0
4.0,0.0,14.493,23.891,30.452,0.56,0.0,6.5251763582764095,297.97398352392605,0.0,45.52692891979498,10.06505157613244,0.0001,62708.48453054186,13.909299740734427,0.0
4.2,0.0,14.493,31.608,30.452,0.56,0.0,6.519499359405205,297.9825393467982,0.0,35.9942788945915,11.552064128613004,0.0001,62721.29149905519,13.8593737164576,0.0
4.4,0.0,14.493,31.608,30.452,0.56,0.0,6.509499398234885,297.99310523367296,0.0,28.73955156950311,13.467364706627585,0.0001,62732.62196719179,13.827881614606763,0.0
4.6000000000000005,0.0,14.493,31.608,30.452,0.56,0.0,6.497611045400559,298.0043307161498,0.0,25.474425751799902,16.39365251181072,0.0001,62743.29051795111,13.793662148173144,0.0
4.800000000000001,0.0,14.493,31.608,30.452,0.56,0.0,6.486791915502358,298.0151968840244,0.0,26.957001513127917,19.92864607749791,0.0001,62754.26554443328,13.756397318073033,0.0
5.0,0.0,14.493,31.608,30.452,0.56,0.0,6.479998376866728,298.02617781322675,0.0,32.7576793291811,23.755684731260335,0.0001,62766.43698469053,13.719898895573602,0.0
5.2,0.0,14.493,31.608,30.452,0.56,0.0,6.477706089779001,298.0343036548733,0.0,41.265990173540445,28.032492197939227,0.0001,62779.22384545748,13.67506162855604,0.0
5.4,0.0,14.493,31.608,30.452,0.56,0.0,6.4804697593531015,298.0412144502604,0.0,50.68933363995392,31.735218592992677,0.0001,62793.9382211374,13.632271475032042,0.0
5.6000000000000005,0.0,14.493,31.608,30.452,0.56,0.0,6.486459771699795,298.0452898157178,0.0,59.005029743829525,35.34488624692781,0.0001,62810.343690727095,13.585065547565248,0.0
5.800000000000001,0.0,14.493,31.608,30.452,0.56,0.0,6.494665827375528,298.0489496457115,0.0,64.93031756605161,38.244598249100754,0.0001,62827.95865078857,13.539269979793334,0.0
6.0,0.0,14.493,31.608,30.452,0.56,0.0,6.503999710555,298.0542492047423,0.0,67.5762387927336,41.17504244541234,0.0001,62846.12019097108,13.49476271597285,0.0
6.2,0.0,14.493,31.608,30.452,0.56,0.0,6.510782365815252,298.0572105830339,0.0,66.49199881206727,44.81155330026308,0.0001,62864.04897959952,13.443446412258064,0.0
6.4,0.0,14.493,31.608,30.452,0.56,0.0,6.513797485857953,298.059596731387,0.0,62.70667380288727,47.82782729597553,0.0001,62881.19535653395,13.390872963479092,0.0
6.6000000000000005,0.0,14.493,31.608,30.452,0.56,0.0,6.512102372356933,298.060736908532,0.0,57.71949436279871,50.7742350043733,0.0001,62897.30982108635,13.334895498362483,0.0
6.800000000000001,0.0,14.493,31.608,30.452,0.56,0.0,6.50616085519044,298.060661390103,0.0,53.41375377644536,53.38457743377344,0.0001,62912.530656046685,13.276212806839869,0.0
7.0,0.0,14.493,31.608,30.452,0.56,0.0,6.497773648385947,298.0604991097072,0.0,51.4834755133723,55.6276063171266,0.0001,62927.34722375725,13.216289098625865,0.0
7.2,0.0,14.493,31.608,30.452,0.56,0.0,6.489557391399197,298.0625598528215,0.0,52.902513342379386,57.84698809764176,0.0001,62942.45378929101,13.156785826384198,0.0
7.4,0.0,14.493,31.608,30.452,0.56,0.0,6.482115111815728,298.0616927328547,0.0,57.59966704384272,60.82787818907232,0.0001,62958.50911854043,13.092806150449512,0.0
7.6,0.0,14.493,31.608,30.452,0.56,0.0,6.478162625454016,298.0643758981403,0.0,65.27174097222785,62.85926070797043,0.0001,62976.13918956238,13.031317611287712,0.0
7.800000000000001,0.0,14.493,31.608,30.452,0.56,0.0,6.4800185058464645,298.074407824336,0.0,74.5158396512208,66.10493361331987,0.0001,62995.68164524163,12.971665241620205,0.0
8.0,0.0,14.493,31.608,30.452,0.56,0.0,6.48599491924491,298.0847131347997,0.0,83.00970206859027,71.95992059144442,0.0001,63016.97025752348,12.907468645817946,0.0
8.200000000000001,0.0,14.493,31.608,43.008,0.56,0.0,6.4933660310123775,298.0909957724796,0.0,89.11807055193512,78.23030666755554,0.0001,63039.50512595474,13.023026837681858,0.0
8.4,0.0,14.493,31.608,43.008,0.56,0.0,6.4995137367413856,298.0915796917891,0.0,92.28660542326185,83.49726939362296,0.0001,63062.67655808089,12.957005036823402,0.0
8.6,0.0,14.493,31.608,43.008,0.56,0.0,6.503407888967718,298.0897673516921,0.0,93.00453380957238,87.06394324079224,0.0001,63085.98507064928,12.88876856768965,0.0
8.8,0.0,14.493,31.608,43.008,0.56,0.0,6.507788124903566,298.09966306996233,0.0,92.16827806151552,89.86854495460034,0.0001,63109.14008728003,12.8227553117135,0.0
9.0,0.0,14.493,31.608,43.008,0.56,0.0,6.509386090338514,298.1070512113079,0.0,89.57112221334368,96.66243599701072,0.0001,63131.7594553946,12.7498631827467,0.0
9.2,0.0,14.493,31.608,43.008,0.56,0.0,6.50704798479688,298.10911214334243,0.0,86.34546150630631,102.87449199779884,0.0001,63153.70725697839,12.67245091348619,0.0
9.4,0.0,14.493,31.608,43.008,0.56,0.0,6.502515777250276,298.1133828384776,0.0,84.05905006312285,107.5445229136599,0.0001,63175.1865446867,12.593307299034189,0.0
9.6,0.0,14.493,31.608,43.008,0.56,0.0,6.499181452792273,298.1313150455608,0.0,83.58012286603191,113.09416112037792,0.0001,63196.58850578266,12.513394498474147,0.0
9.8,0.0,14.493,31.608,43.008,0.56,0.0,6.495074605039485,298.1438176492481,0.0,84.4239752691958,123.50059879348518,0.0001,63218.15914870036,12.42780573012316,0.0
10.0,0.0,14.493,31.608,43.008,0.56,0.0,6.491649593626646,298.15692442023914,0.0,86.91693387576534,132.60381972099904,0.0001,63240.2431844819,12.339699669030802,0.0
10.2,0.0,14.493,31.608,43.008,0.56,0.0,6.489080088264444,298.16790455914463,0.0,90.775188549732,142.42504803205816,0.0001,63263.11680756357,12.24840271986097,0.0
10.4,0.0,14.493,31.608,43.008,0.56,0.0,6.48688776570023,298.1720633686093,0.0,95.66062118502128,151.99956093098874,0.0001,63286.98395316366,12.154045411130776,0.0
10.6,0.0,14.493,31.608,43.008,0.56,0.0,6.4842869707682524,298.1650124473071,0.0,101.42448330578095,159.6484201224372,0.0001,63312.017764336015,12.057130155408668,0.0
10.8,0.0,14.493,31.608,43.008,0.56,0.0,6.482567461952204,298.1590854092021,0.0,108.2312101736514,163.6370375250392,0.0001,63338.44299860722,11.95784808876021,0.0
11.0,0.0,14.493,31.608,43.008,0.56,0.0,6.481883482706586,298.15536689551453,0.0,115.7215428379041,167.8330580625875,0.0001,63366.40087714583,11.855982346224913,0.0
11.2,0.0,14.493,31.608,43.008,0.56,0.0,6.482948439217831,298.1609016173063,0.0,123.48489077898412,172.56032647125008,0.0001,63395.95511345459,11.750728931926105,0.0
11.4,0.0,14.493,31.608,43.008,0.56,0.0,6.485307596345755,298.1743368866144,0.0,130.81983330090907,180.32395292386423,0.0001,63427.01821126174,11.641862223487584,0.0
11.6,0.0,14.493,31.608,43.008,0.56,0.0,6.488152297492769,298.19355456399296,0.0,137.21246458806357,190.9514210707084,0.0001,63459.39590123094,11.529212800416364,0.0
11.8,0.0,14.493,31.608,43.008,0.56,0.0,6.490213088330184,298.2091610745902,0.0,142.4697642740033,204.0183884945375,0.0001,63492.84718290482,11.414209335574112,0.0
12.0,0.0,14.493,31.608,43.008,0.56,0.0,6.4916430100617175,298.22972651961254,0.0,146.90687259165347,216.51679821998624,0.0001,63527.21080720816,11.295431663323368,0.0
12.2,0.0,27.605,31.608,43.008,0.56,0.0,6.491107903821916,298.2311847554601,0.0,150.77157295436675,231.33836822034291,0.0001,63565.91409624839,11.182418806993567,0.0
12.4,0.0,27.605,31.608,43.008,0.56,0.0,6.4902795924245575,298.2486506287946,0.0,154.85474232360767,240.3019632355557,0.0001,63605.47732035587,11.061326581443025,0.0
12.6,0.0,27.605,31.608,43.008,0.724,0.0,6.4889249775664295,298.26489731534053,0.0,159.26390987520062,254.98618109686075,0.0001,63645.94792176516,12.324818196839574,0.0
12.8,0.0,27.605,31.608,43.008,0.724,0.0,6.487508993596444,298.2662330723631,0.0,164.21571138889195,269.78469248498993,0.0001,63687.42073031277,12.245626742937947,0.0
13.0,0.0,27.605,31.608,43.008,0.724,0.0,6.489380358917419,298.26013989045924,0.0,169.73242361018978,280.0573278339486,0.0001,63730.03239860095,12.330766422356056,0.0
13.2,0.0,27.605,31.608,43.008,0.724,0.0,6.50972011948866,298.16487168049804,0.0,174.4896108162654,287.9289021130671,0.0001,63773.62535103157,13.44622279952268,0.0
13.4,0.0,27.605,31.608,43.008,0.724,0.0,6.543475440266694,298.0310348814338,0.0,171.06083697515504,264.862314432952,0.0001,63816.57562084736,13.541843949232216,0.0
13.6,0.0,27.605,31.608,43.008,0.724,0.0,6.572676073114868,297.96305467464833,0.0,154.1450306501534,225.5858183491792,0.0001,63856.11941756794,13.518553244405572,0.0
13.8,0.0,27.605,31.608,43.008,0.724,0.0,6.578090582494938,297.94717662021367,0.5177986583950522,77.0725153250767,204.30023105493888,0.0001,63880.02916362537,13.46596338409572,0.0
14.0,0.0,27.605,31.608,43.008,0.724,0.0,6.554407005083625,298.76769544694,1.0384548478724582,38.53625766253835,61.29006931648166,202.63327164623547,63895.99147736132,13.440043234539548,0.0
14.2,0.0,27.605,31.608,43.008,0.724,0.0,6.516500417060824,298.60810080471174,1.5617347974384257,19.268128831269173,342.5072732033472,20.263327164623547,63907.97885556786,13.418563427596837,0.0
14.4,0.0,27.605,31.608,43.008,0.724,0.0,6.479041544947843,298.4207306571909,0.0,13.236508167938227,310.0818096943921,2.026332716462355,63918.44929998332,13.400334568346556,0.0
14.6,0.0,27.605,31.608,43.008,0.724,0.0,6.451380426131215,298.28133535452434,0.0,22.14145420765868,269.43984879311034,0.2026332716462354,63930.79694667447,13.387516117673036,0.0
14.8,0.0,27.605,31.608,43.008,0.724,0.0,6.439496947314788,298.1906740305592,0.0,42.08014383412964,238.5311451242088,0.0202633271646235,63947.28527315951,13.377744711306622,0.0
15.0,0.0,27.605,31.608,43.008,0.724,0.0,6.444191332696115,298.12560792823234,0.0,66.75182713851926,218.848528920894,0.0020263327164623,63968.86005919314,13.372822228897132,0.0
15.2,0.0,27.605,31.608,43.008,0.724,0.0,6.459523698901921,298.05256341684526,0.0,89.54186934380989,204.23095969383823,0.0002026332716462,63995.07886004961,13.376027872315984,0.0
15.4,0.0,27.605,31.608,43.008,0.724,0.0,6.481797691446144,297.99948703096686,0.0,106.21712165510664,184.22889634145932,0.0001,64024.72554149233,13.371018448400974,0.0
15.6,0.0,27.605,31.608,43.008,0.724,0.0,6.506767355252076,297.97287222601017,0.0,113.99404995296253,168.43650518051223,0.0001,64055.99485306906,13.35804029461134,0.0
15.8,0.0,27.605,31.608,43.008,0.724,0.0,6.529581295358884,297.95822760120274,0.0,111.79648413099028,159.6332340257982,0.0001,64086.822483957214,13.34222847416356,0.0
16.0,0.0,27.605,31.608,43.008,0.724,0.0,6.547279243001542,297.9570891715543,0.0,100.4890391880652,153.76315797979092,0.0001,64115.34944476136,13.319502632100818,0.0
16.2,0.0,78.154,31.937,43.008,0.724,0.0,6.531481449504264,298.06427416000616,0.0,82.11229732752224,151.91376948223424,0.0001,64154.03588136302,12.162086557323912,0.0
16.400000000000002,0.0,78.154,31.937,43.008,0.724,0.0,6.5057970710904165,298.15179552446347,0.0,70.14816772094407,187.29197265378093,0.0001,64190.22213010272,12.09651822002722,0.0
16.6,0.0,78.154,31.937,43.008,0.724,0.0,6.481889029991208,298.20520728504147,0.0,68.3830311067836,219.0932369783923,0.0001,64226.03408778117,12.056502489997513,0.0
16.8,0.0,78.154,31.937,43.008,0.724,0.0,6.465164138114869,298.23666650571835,0.0,76.14364747418132,242.5562163117529,0.0001,64263.447280486434,12.020772569018115,0.0
17.0,0.0,78.154,31.937,43.008,0.724,0.0,6.45774703421443,298.2495612619884,0.0,90.57634414207082,260.70433242999627,0.0001,64303.82142146381,11.993403197700715,0.0
17.2,0.0,78.154,31.937,43.008,0.724,0.0,6.458817163203829,298.2485174296306,0.0,107.96833890308804,273.79207315252256,0.0001,64347.76250730357,11.970527136780786,0.0
17.400000000000002,0.0,78.154,31.937,43.008,0.724,0.0,6.465125201975866,298.22563074139214,0.0,124.93422886598984,282.69378764163264,0.0001,64395.136918133445,11.961446914451912,0.0
17.6,0.0,78.154,31.937,43.008,0.724,0.0,6.474597756217145,298.2065980753379,0.0,139.3868821212373,284.12511255318645,0.0001,64445.50010327247,11.935469273136226,0.0
17.8,0.0,78.154,31.937,43.008,0.724,0.0,6.484918462606292,298.1869383953453,0.0,150.0568953805384,286.1916457284759,0.0001,64498.05915676281,11.911948240056338,0.0
18.0,0.0,78.154,31.937,43.008,0.724,0.0,6.495046365208444,298.18454809044084,0.0,156.6059705946375,287.29922895159785,0.0001,64552.03200749277,11.869654097626944,0.0
18.2,0.0,78.154,31.937,43.008,0.724,0.0,6.504116479544543,298.1955007089075,0.0,159.10723125117002,293.6322111849552,0.0001,64606.58831052291,11.823447640804918,0.0
18.4,0.0,78.154,31.937,43.008,0.724,0.0,6.511729866817923,298.1985983752777,0.0,157.98329874665748,304.34934523426807,0.0001,64660.91789378428,11.7918180201058,0.0
18.6,0.0,78.154,31.937,43.008,0.724,0.0,6.5177627435529,298.1865229431673,0.0,153.81540447510707,312.66717207751674,0.0001,64714.363852219416,11.76789317805345,0.0
18.8,0.0,78.154,31.937,43.008,0.724,0.0,6.522052182917236,298.15989446274904,0.0,147.23488205753137,315.9253545745634,0.0001,64766.41920826532,11.74707822486632,0.0
19.0,0.0,78.154,31.937,43.008,0.724,0.0,6.524555073520009,298.1437086280108,0.0,138.9392447350737,313.82370493986747,0.0001,64816.80228086336,11.706524446160852,0.0
19.200000000000003,0.0,78.154,31.937,43.008,0.724,0.0,6.525015574260684,298.1289820446408,0.0,129.64273205185884,314.43534791138654,0.0001,64865.2836631113,11.670924882519902,0.0
19.4,0.0,78.154,31.937,43.008,0.724,0.0,6.523176311524896,298.1082409649806,0.0,120.16300115508466,314.8651439596896,0.0001,64911.79932381053,11.642391876676363,0.0
19.6,0.0,78.154,31.937,43.008,0.724,0.0,6.51917253243447,298.0911625362018,0.0,111.41998292926982,312.6567475262308,0.0001,64956.52609336413,11.607242380597503,0.0
19.8,0.0,78.154,31.937,43.008,0.724,0.0,6.512959654924278,298.0652563837056,0.0,104.27821671014388,310.9792838817682,0.0001,64999.750082939216,11.585141835361451,0.0
20.0,0.0,78.154,31.937,43.008,0.724,0.0,6.5061353059955325,298.0576131639735,0.0,99.6219208855768,305.5883445939912,0.0001,65042.06526790568,11.540845320149083,0.0
20.200000000000003,0.0,150.275,31.937,55.931,0.724,0.0,6.470798194896243,298.16103223539733,0.0,97.69030114381748,305.592844319088,0.0001,65103.8332748948,10.602533325686885,0.0
20.4,0.0,150.275,31.937,55.931,0.724,0.0,6.439956683107608,298.2778201393808,0.0,109.9850909931538,343.4902417573106,0.0001,65168.23148574185,10.456457232526692,0.0
20.6,0.0,150.275,31.937,55.931,0.724,0.0,6.421001111907698,298.35901957147007,0.0,134.51049915325947,389.0451344233171,0.0001,65237.66886195245,10.384011312035888,0.0
20.8,0.0,150.275,31.937,55.931,0.724,0.0,6.410715138702557,298.4156549593133,0.0,166.59353582599246,426.6012844410307,0.0001,65313.72679454743,10.322504602511003,0.0
21.0,0.0,150.275,31.937,55.931,0.724,0.0,6.405575477982997,298.4111791355608,0.0,202.80056050924293,458.9947314364077,0.0001,65397.05194655924,10.316363565041724,0.0
21.200000000000003,0.0,150.275,31.937,55.931,0.724,0.0,6.402707917798226,298.3973133054481,0.0,225.0,472.6128678072201,0.0001,65484.941442554846,10.270948335664135,0.0
21.4,0.0,150.275,31.937,55.931,0.724,0.0,6.400239030972961,298.3953409811677,0.0,225.0,483.2819426800106,0.0001,65572.91492484145,10.192729450841094,0.0
